Entity,Year,Birth rate - Sex: all - Age: all - Variant: estimates,GDP per capita,Urban population (% of total population),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Physicians (per 1,000 people)",Human Development Index
Iceland,2013,13.356,38245.496,93.633,71.425,3.605,0.942
Iceland,2014,13.301,38463.027,93.667,72.2,3.642,0.946
Iceland,2015,12.476,39756.527,93.7,73.207,3.772,0.948
Iceland,2016,11.96,41682.867,93.735,73.339,3.849,0.951
Iceland,2017,11.655,42419.383,93.773,72.595,3.871,0.955
Iceland,2018,11.816,43321.062,93.813,71.58,3.891,0.958
Iceland,2019,12.207,43136.605,93.855,71.018,3.891,0.958
Iceland,2020,12.237,39368.4,93.898,69.141,,0.955
Iceland,2021,12.932,40412.617,93.944,69.047,,0.957
Iceland,2022,11.394,42145.594,93.992,70.308,,0.959
Iceland,2023,11.215,,,,,
Ireland,1950,22.982,5504.0,,,,
Ireland,1951,23.147,5649.0,,,,
Ireland,1952,23.229,5805.0,,,,
Ireland,1953,22.912,5973.0,,,,
Ireland,1954,22.308,6048.0,,,,
Ireland,1955,21.483,6248.0,,,,
Ireland,1956,21.341,6212.0,,,,
Ireland,1957,21.647,6239.0,,,,
Ireland,1958,21.176,6169.0,,,,
Ireland,1959,21.547,6437.0,,,,
Ireland,1960,21.842,6825.0,45.184,,,
Ireland,1961,21.239,7186.0,45.393,,,
Ireland,1962,21.715,7390.0,45.603,,,
Ireland,1963,22.105,7685.0,45.813,,,
Ireland,1964,22.284,7948.0,46.023,,,
Ireland,1965,21.993,8051.0,46.233,,,
Ireland,1966,21.393,8097.0,46.637,,,
Ireland,1967,20.948,8531.0,47.795,,,
Ireland,1968,20.807,9197.0,48.956,,,
Ireland,1969,21.373,9706.0,50.115,,,
Ireland,1970,21.77,9881.0,51.276,,,
Ireland,1971,22.406,10128.0,52.269,,,
Ireland,1972,22.363,10621.0,52.611,,,
Ireland,1973,22.133,10946.0,52.952,,,
Ireland,1974,21.905,11225.0,53.294,,,
Ireland,1975,21.085,11662.0,53.634,,,
Ireland,1976,20.972,11639.0,53.975,,,
Ireland,1977,21.025,12425.0,54.315,,,
Ireland,1978,21.123,13150.0,54.655,,,
Ireland,1979,21.484,13335.0,54.994,,,
Ireland,1980,21.689,13614.0,55.333,,,
Ireland,1981,20.956,13893.0,55.634,,,
Ireland,1982,20.406,14061.0,55.794,,,
Ireland,1983,19.232,13931.0,55.955,,,
Ireland,1984,18.267,14435.0,56.115,,,
Ireland,1985,17.714,14834.0,56.275,,,
Ireland,1986,17.454,14768.0,56.427,,,
Ireland,1987,16.64,15458.0,56.553,,,
Ireland,1988,15.646,16313.0,56.678,,,
Ireland,1989,14.94,17343.0,56.804,,,
Ireland,1990,15.11,18838.0,56.929,,1.564,0.743
Ireland,1991,14.883,19253.943,57.073,39.0,1.711,0.749
Ireland,1992,14.337,20032.719,57.293,38.909,2.011,0.757
Ireland,1993,13.78,20627.078,57.512,40.551,2.034,0.767
Ireland,1994,13.422,22004.814,57.731,41.568,2.003,0.779
Ireland,1995,13.461,24266.143,57.949,42.107,2.113,0.786
Ireland,1996,13.861,26562.908,58.173,43.599,2.113,0.795
Ireland,1997,14.286,29455.92,58.419,44.695,2.143,0.803
Ireland,1998,14.451,31908.648,58.664,46.979,2.202,0.837
Ireland,1999,14.276,35377.164,58.91,48.991,2.277,0.841
Ireland,2000,14.3,38806.5,59.155,50.085,2.239,0.851
Ireland,2001,14.78,40966.332,59.399,50.256,2.394,0.859
Ireland,2002,15.255,43012.816,59.649,51.312,2.425,0.868
Ireland,2003,15.296,44372.758,59.925,51.786,2.594,0.877
Ireland,2004,15.075,47028.863,60.202,51.991,2.763,0.888
Ireland,2005,14.597,49223.383,60.477,54.554,3.56,0.894
Ireland,2006,15.061,51296.195,60.738,55.355,3.66,0.898
Ireland,2007,16.023,52322.23,60.94,56.969,3.867,0.904
Ireland,2008,16.711,49583.14,61.141,56.827,3.981,0.905
Ireland,2009,16.766,47375.734,61.342,56.113,4.034,0.9
Ireland,2010,16.597,48623.81,61.542,55.251,4.16,0.908
Ireland,2011,16.252,48980.0,61.742,54.964,4.136,0.906
Ireland,2012,15.699,47360.09,61.942,54.77,3.98,0.907
Ireland,2013,14.989,48181.234,62.141,55.27,3.958,0.911
Ireland,2014,14.472,50732.348,62.34,54.929,3.035,0.918
Ireland,2015,13.952,53196.598,62.538,54.853,3.143,0.924
Ireland,2016,13.427,53686.844,62.737,55.592,3.219,0.929
Ireland,2017,12.844,55465.652,62.947,55.653,3.282,0.934
Ireland,2018,12.511,58083.45,63.17,56.038,3.302,0.938
Ireland,2019,11.989,59733.91,63.405,56.251,3.343,0.942
Ireland,2020,11.338,55134.855,63.653,55.094,3.484,0.945
Ireland,2021,11.945,57278.42,63.912,57.851,4.062,0.946
Ireland,2022,10.419,60257.082,64.183,59.376,,0.95
Ireland,2023,10.25,,,,,
Israel,1950,36.85,4490.0,,,,
Israel,1951,36.673,5035.0,,,,
Israel,1952,36.402,4828.0,,,,
Israel,1953,35.496,4638.0,,,,
Israel,1954,32.001,5378.0,,,,
Israel,1955,31.754,5899.0,,,,
Israel,1956,31.565,6153.0,,,,
Israel,1957,30.718,6363.0,,,,
Israel,1958,29.92,6550.0,,,,
Israel,1959,29.788,7175.0,,,,
Israel,1960,29.49,7433.0,76.848,,2.472,
Israel,1961,27.63,7964.0,77.985,,,
Israel,1962,26.782,8396.0,78.754,,,
Israel,1963,26.449,8915.0,79.502,,,
Israel,1964,26.753,9430.0,80.232,,,
Israel,1965,26.468,9997.0,80.94,,2.5,
Israel,1966,25.533,9867.0,81.63,,,
Israel,1967,24.848,9918.0,82.3,,,
Israel,1968,24.426,11210.0,82.952,,,
Israel,1969,24.756,12310.0,83.582,,,
Israel,1970,26.189,12913.0,84.195,,2.881,
Israel,1971,27.124,13885.0,84.789,,2.974,
Israel,1972,27.57,15108.0,85.351,,3.156,
Israel,1973,26.778,15374.0,85.793,,3.304,
Israel,1974,27.408,15980.0,86.224,,,
Israel,1975,27.516,16176.0,86.643,,,
Israel,1976,27.743,16053.0,87.053,,,
Israel,1977,26.675,15721.0,87.45,,,
Israel,1978,25.049,16139.0,87.838,,,
Israel,1979,24.73,16761.0,88.215,,2.694,
Israel,1980,24.309,17508.0,88.583,,,
Israel,1981,23.607,18103.0,88.94,,,
Israel,1982,23.916,18155.0,89.287,,,
Israel,1983,23.917,18468.0,89.608,,,
Israel,1984,23.243,18305.0,89.719,,,
Israel,1985,22.864,18605.0,89.828,,,
Israel,1986,22.346,19160.0,89.936,,,
Israel,1987,21.665,20196.0,90.044,,,
Israel,1988,21.383,20256.0,90.15,,,
Israel,1989,20.828,20091.0,90.255,,,
Israel,1990,20.379,20829.0,90.359,,2.992,0.781
Israel,1991,20.471,20912.941,90.463,46.773,3.189,0.786
Israel,1992,20.972,21531.596,90.565,48.039,3.567,0.791
Israel,1993,20.961,21484.979,90.666,49.151,3.582,0.797
Israel,1994,20.765,22128.805,90.767,50.758,3.616,0.803
Israel,1995,20.725,23378.16,90.866,51.692,3.621,0.807
Israel,1996,20.64,23979.996,90.943,51.475,3.611,0.814
Israel,1997,20.837,24226.73,91.009,51.421,3.68,0.82
Israel,1998,21.308,24506.16,91.074,51.332,3.76,0.828
Israel,1999,21.111,24644.205,91.139,52.467,3.698,0.835
Israel,2000,21.508,26058.84,91.203,53.47,3.693,0.835
Israel,2001,21.244,25427.32,91.267,53.722,3.706,0.838
Israel,2002,21.38,24823.553,91.33,53.284,3.716,0.843
Israel,2003,21.693,24545.244,91.393,54.169,3.715,0.843
Israel,2004,21.117,25210.879,91.456,54.66,3.68,0.847
Israel,2005,20.661,25686.406,91.518,55.271,3.634,0.856
Israel,2006,20.865,26571.256,91.58,55.644,3.599,0.864
Israel,2007,20.97,27624.883,91.641,56.146,3.563,0.876
Israel,2008,21.237,27857.62,91.702,56.188,3.524,0.877
Israel,2009,21.4,27644.697,91.763,57.119,3.529,0.881
Israel,2010,21.802,28575.531,91.826,57.462,3.519,0.887
Israel,2011,21.506,29370.0,91.892,57.119,3.525,0.89
Israel,2012,21.588,29580.836,91.96,59.318,3.51,0.891
Israel,2013,21.289,30316.602,92.031,59.164,3.483,0.896
Israel,2014,21.397,30906.148,92.104,60.127,3.457,0.899
Israel,2015,21.266,31050.408,92.179,60.092,3.451,0.899
Israel,2016,21.217,31822.875,92.256,60.398,3.443,0.902
Israel,2017,21.107,32549.818,92.336,60.264,3.452,0.906
Israel,2018,20.799,33227.125,92.418,60.834,3.499,0.908
Israel,2019,20.187,33951.89,92.501,60.602,3.542,0.909
Israel,2020,19.435,32730.943,92.587,59.393,3.584,0.906
Israel,2021,19.87,34969.016,92.674,59.684,3.654,0.911
Israel,2022,19.222,36648.918,92.763,61.096,,0.915
Israel,2023,18.616,,,,,
Italy,1950,19.676,5582.0,,,,
Italy,1951,18.551,5958.0,,,,
Italy,1952,18.074,6371.0,,,,
Italy,1953,17.767,6790.0,,,,
Italy,1954,18.349,7092.0,,,,
Italy,1955,18.249,7453.0,,,,
Italy,1956,18.274,7745.0,,,,
Italy,1957,18.233,8158.0,,,,
Italy,1958,18.026,8544.0,,,,
Italy,1959,18.423,9011.0,,,,
Italy,1960,18.257,9430.0,59.361,,,
Italy,1961,18.393,10158.0,59.856,,,
Italy,1962,18.474,10882.0,60.355,,,
Italy,1963,18.851,11576.0,60.853,,,
Italy,1964,19.725,11934.0,61.35,,,
Italy,1965,19.175,12111.0,61.843,,,
Italy,1966,18.768,12659.0,62.334,,,
Italy,1967,18.026,13476.0,62.822,,,
Italy,1968,17.754,14513.0,63.309,,,
Italy,1969,17.49,15248.0,63.792,,,
Italy,1970,16.862,15492.0,64.272,,,
Italy,1971,16.771,15683.0,64.75,,,
Italy,1972,16.318,16035.0,65.039,,,
Italy,1973,16.005,16950.0,65.241,,,
Italy,1974,15.787,17607.0,65.442,,,
Italy,1975,14.95,17123.0,65.643,,,
Italy,1976,14.093,18147.0,65.844,,,
Italy,1977,13.279,18599.0,66.044,,,
Italy,1978,12.625,19230.0,66.243,,,
Italy,1979,11.915,20275.0,66.442,,,
Italy,1980,11.339,20959.0,66.64,,,
Italy,1981,11.012,21041.0,66.837,,,
Italy,1982,10.932,21123.0,66.886,,,
Italy,1983,10.633,21345.0,66.866,,,
Italy,1984,10.38,21868.0,66.846,,,
Italy,1985,10.166,22469.0,66.826,,,
Italy,1986,9.795,23106.0,66.806,,,
Italy,1987,9.726,23824.0,66.786,,,
Italy,1988,9.989,24743.0,66.766,,,
Italy,1989,9.881,25454.0,66.746,,,
Italy,1990,9.988,26003.0,66.726,,4.695,0.78
Italy,1991,9.861,26570.363,66.706,35.961,4.874,0.785
Italy,1992,9.945,26960.611,66.742,33.97,5.017,0.793
Italy,1993,9.616,26902.398,66.802,33.498,,0.799
Italy,1994,9.288,27668.258,66.862,33.488,,0.809
Italy,1995,9.15,28666.352,66.922,33.515,3.797,0.815
Italy,1996,9.253,29231.275,66.982,33.947,3.896,0.821
Italy,1997,9.329,29960.7,67.042,34.163,3.994,0.828
Italy,1998,9.29,30649.629,67.102,34.673,4.069,0.832
Italy,1999,9.363,31340.48,67.162,35.377,4.115,0.837
Italy,2000,9.442,32716.98,67.222,35.687,3.442,0.842
Italy,2001,9.328,33511.434,67.282,36.228,3.506,0.849
Italy,2002,9.332,33780.055,67.382,36.791,3.563,0.854
Italy,2003,9.354,33917.8,67.501,37.358,3.624,0.858
Italy,2004,9.62,34472.13,67.62,38.44,3.687,0.866
Italy,2005,9.461,34872.125,67.738,38.073,3.707,0.869
Italy,2006,9.516,35713.805,67.856,38.211,3.706,0.874
Italy,2007,9.49,36310.734,67.974,37.957,3.773,0.878
Italy,2008,9.64,35942.938,68.092,38.685,3.761,0.878
Italy,2009,9.499,34055.227,68.209,38.249,3.761,0.877
Italy,2010,9.348,34765.938,68.327,38.182,3.784,0.88
Italy,2011,9.075,35151.0,68.444,38.412,3.856,0.883
Italy,2012,8.811,34010.035,68.684,39.721,3.832,0.881
Italy,2013,8.432,33317.242,68.979,39.692,3.895,0.88
Italy,2014,8.179,33310.703,69.272,40.141,3.91,0.882
Italy,2015,7.917,33620.742,69.565,39.789,3.87,0.881
Italy,2016,7.725,34120.42,69.855,40.457,3.986,0.886
Italy,2017,7.496,34754.77,70.144,40.932,4.025,0.889
Italy,2018,7.215,35149.824,70.438,41.096,4.013,0.894
Italy,2019,6.978,35407.242,70.736,41.248,4.051,0.899
Italy,2020,6.81,32385.326,71.039,39.834,3.997,0.892
Italy,2021,6.815,34827.137,71.346,40.097,4.126,0.899
Italy,2022,6.705,36224.293,71.657,40.684,,0.906
Italy,2023,6.464,,,,,
Japan,1950,28.476,3062.0,,,,
Japan,1951,25.604,3389.0,,,,
Japan,1952,23.663,3724.0,,,,
Japan,1953,21.761,3944.0,,,,
Japan,1954,20.39,4116.0,,,,
Japan,1955,19.674,4417.0,,,,
Japan,1956,18.727,4699.0,,,,
Japan,1957,17.493,4999.0,,,,
Japan,1958,18.203,5243.0,,,,
Japan,1959,17.756,5665.0,,,,
Japan,1960,17.34,6354.0,63.272,,1.0,
Japan,1961,16.898,7055.0,64.213,,1.0,
Japan,1962,16.946,7614.0,65.144,,1.0,
Japan,1963,17.198,8176.0,66.064,,1.0,
Japan,1964,17.67,9035.0,66.972,,1.0,
Japan,1965,18.532,9459.0,67.866,,1.0,
Japan,1966,14.528,10370.0,68.704,,1.0,
Japan,1967,19.195,11400.0,69.516,,1.0,
Japan,1968,18.37,12725.0,70.316,,1.0,
Japan,1969,18.064,14145.0,71.102,,1.1,
Japan,1970,18.295,15484.0,71.877,,1.1,
Japan,1971,19.078,16004.0,72.666,,1.1,
Japan,1972,19.455,17110.0,73.452,,1.1,
Japan,1973,19.747,18226.0,74.22,,1.1,
Japan,1974,18.919,17765.0,74.975,,1.1,
Japan,1975,17.398,18082.0,75.716,,1.1,
Japan,1976,16.356,18600.0,75.944,,1.1,
Japan,1977,15.45,19230.0,76.002,,1.2,
Japan,1978,14.925,20060.0,76.06,,1.2,
Japan,1979,14.267,20982.0,76.118,,1.2,
Japan,1980,13.491,21404.0,76.175,,,
Japan,1981,12.825,21924.0,76.273,,1.3,
Japan,1982,12.52,22440.0,76.383,,,
Japan,1983,12.356,22805.0,76.493,,,
Japan,1984,12.095,23548.0,76.603,,,
Japan,1985,11.508,24437.0,76.712,,1.5,
Japan,1986,11.018,24992.0,76.835,,,
Japan,1987,10.665,25904.0,76.962,,,
Japan,1988,10.317,27393.0,77.088,,,
Japan,1989,9.784,28601.0,77.213,,,
Japan,1990,9.537,29949.0,77.339,,1.649,0.846
Japan,1991,9.556,30837.432,77.473,50.661,,0.85
Japan,1992,9.455,30977.814,77.61,50.703,1.702,0.852
Japan,1993,9.311,30920.66,77.746,50.302,,0.858
Japan,1994,9.606,31135.428,77.881,50.149,1.772,0.865
Japan,1995,9.339,31887.277,78.016,49.952,,0.867
Japan,1996,9.448,32784.156,78.145,50.012,1.841,0.874
Japan,1997,9.388,33038.293,78.272,50.353,,0.877
Japan,1998,9.463,32558.188,78.398,50.108,1.89,0.877
Japan,1999,9.333,32394.516,78.523,49.571,,0.878
Japan,2000,9.424,33210.81,78.649,49.232,1.935,0.883
Japan,2001,9.279,33246.39,79.99,49.096,,0.885
Japan,2002,9.127,33195.402,81.647,48.5,1.979,0.888
Japan,2003,8.913,33619.95,83.196,48.209,,0.889
Japan,2004,8.768,34313.56,84.64,48.207,2.031,0.893
Japan,2005,8.434,34857.754,85.978,48.33,,0.894
Japan,2006,8.56,35333.113,87.118,48.439,2.083,0.898
Japan,2007,8.54,35892.71,88.146,48.426,,0.9
Japan,2008,8.537,35496.227,89.103,48.403,2.147,0.901
Japan,2009,8.383,33590.01,89.989,48.473,,0.9
Japan,2010,8.352,35011.402,90.812,48.376,2.213,0.903
Japan,2011,8.202,34979.0,91.069,48.127,,0.902
Japan,2012,8.108,35537.438,91.148,48.064,2.284,0.906
Japan,2013,8.013,36312.348,91.226,48.778,,0.909
Japan,2014,7.832,36440.215,91.304,49.207,2.354,0.91
Japan,2015,7.816,37053.176,91.381,49.445,,0.913
Japan,2016,7.612,37384.56,91.457,50.246,2.426,0.914
Japan,2017,7.378,38078.96,91.535,51.059,,0.916
Japan,2018,7.178,38403.68,91.616,52.407,2.498,0.917
Japan,2019,6.825,38332.934,91.698,53.276,,0.918
Japan,2020,6.656,36826.64,91.782,53.126,2.614,0.917
Japan,2021,6.45,37678.277,91.867,53.548,,0.92
Japan,2022,6.293,38268.79,91.955,54.199,,0.92
Japan,2023,6.029,,,,,
Latvia,1950,17.21,,,,,
Latvia,1951,16.788,,,,,
Latvia,1952,16.293,,,,,
Latvia,1953,15.58,,,,,
Latvia,1954,16.313,,,,,
Latvia,1955,16.078,,,,,
Latvia,1956,15.752,,,,,
Latvia,1957,16.083,,,,,
Latvia,1958,16.538,,,,,
Latvia,1959,16.477,,,,,
Latvia,1960,16.595,,52.867,,,
Latvia,1961,16.626,,53.663,,,
Latvia,1962,15.995,,54.459,,,
Latvia,1963,15.27,,55.253,,,
Latvia,1964,14.69,,56.045,,,
Latvia,1965,13.725,,56.832,,,
Latvia,1966,13.89,,57.617,,,
Latvia,1967,13.855,,58.398,,,
Latvia,1968,13.922,,59.175,,,
Latvia,1969,13.873,,59.946,,,
Latvia,1970,14.315,,60.713,,,
Latvia,1971,14.572,,61.433,,,
Latvia,1972,14.37,,62.122,,,
Latvia,1973,13.873,12506.0,62.805,,,
Latvia,1974,14.15,,63.484,,,
Latvia,1975,13.985,,64.157,,,
Latvia,1976,13.852,,64.826,,,
Latvia,1977,13.63,,65.487,,,
Latvia,1978,13.573,,66.143,,,
Latvia,1979,13.72,,66.686,,,
Latvia,1980,14.05,13739.0,67.095,,3.623,
Latvia,1981,14.071,13970.0,67.44,,,
Latvia,1982,14.648,14190.0,67.722,,,
Latvia,1983,15.674,14376.0,68.003,,,
Latvia,1984,15.661,14682.0,68.283,,,
Latvia,1985,15.161,14273.0,68.56,,4.099,
Latvia,1986,15.815,14539.0,68.782,,4.077,
Latvia,1987,15.682,14360.0,68.947,,4.112,
Latvia,1988,15.289,14875.0,69.112,,4.183,
Latvia,1989,14.456,15661.0,69.2,,4.162,
Latvia,1990,14.146,15806.0,69.25,,3.51,0.732
Latvia,1991,13.101,13774.934,69.201,50.412,3.573,0.73
Latvia,1992,12.063,9411.195,68.852,51.397,3.076,0.707
Latvia,1993,10.383,8439.33,68.799,51.781,2.822,0.691
Latvia,1994,9.513,8704.267,68.901,51.662,2.797,0.687
Latvia,1995,8.587,8709.07,68.75,51.671,2.734,0.696
Latvia,1996,7.952,8947.269,68.65,51.553,2.749,0.711
Latvia,1997,7.656,9773.499,68.6,52.396,2.791,0.725
Latvia,1998,7.566,10429.767,68.451,51.668,2.681,0.736
Latvia,1999,8.032,10707.706,68.22,49.944,2.677,0.75
Latvia,2000,8.58,11309.74,68.067,49.054,2.85,0.761
Latvia,2001,8.474,12103.828,67.95,50.226,2.662,0.772
Latvia,2002,8.743,13015.475,67.85,51.384,2.77,0.784
Latvia,2003,9.265,14142.125,67.8,50.837,2.824,0.795
Latvia,2004,9.156,15371.182,67.9,50.74,2.917,0.805
Latvia,2005,9.841,17069.656,68.0,50.685,2.968,0.815
Latvia,2006,10.398,19128.69,67.967,52.237,3.049,0.821
Latvia,2007,10.963,21042.367,67.9,53.135,3.178,0.825
Latvia,2008,11.33,20342.2,67.834,55.024,3.274,0.832
Latvia,2009,10.505,17582.111,67.814,54.539,3.176,0.831
Latvia,2010,9.655,17140.227,67.841,53.907,3.101,0.827
Latvia,2011,9.305,18428.0,67.869,53.045,3.108,0.833
Latvia,2012,9.877,19970.031,67.897,54.319,3.115,0.837
Latvia,2013,10.362,20581.918,67.925,54.018,3.162,0.846
Latvia,2014,10.993,21168.535,67.952,53.409,3.189,0.85
Latvia,2015,11.23,22179.42,67.98,54.107,3.175,0.853
Latvia,2016,11.293,22913.023,68.021,54.972,3.19,0.858
Latvia,2017,10.82,23893.832,68.075,55.147,3.184,0.863
Latvia,2018,10.101,25039.865,68.142,55.775,3.289,0.868
Latvia,2019,9.866,25858.602,68.222,55.659,3.263,0.873
Latvia,2020,9.273,25453.064,68.315,56.0,3.345,0.873
Latvia,2021,9.265,26738.615,68.421,54.291,,0.865
Latvia,2022,8.456,27220.303,68.54,55.524,,0.879
Latvia,2023,7.57,,,,,
Lithuania,1950,22.006,,,,,
Lithuania,1951,22.26,,,,,
Lithuania,1952,22.219,,,,,
Lithuania,1953,22.078,,,,,
Lithuania,1954,21.964,,,,,
Lithuania,1955,22.047,,,,,
Lithuania,1956,22.294,,,,,
Lithuania,1957,22.71,,,,,
Lithuania,1958,22.874,,,,,
Lithuania,1959,22.58,,,,,
Lithuania,1960,22.666,,39.46,,,
Lithuania,1961,22.401,,40.443,,,
Lithuania,1962,20.965,,41.435,,,
Lithuania,1963,19.732,,42.434,,,
Lithuania,1964,19.08,,43.441,,,
Lithuania,1965,18.165,,44.45,,,
Lithuania,1966,18.077,,45.465,,,
Lithuania,1967,17.697,,46.484,,,
Lithuania,1968,17.637,,47.507,,,
Lithuania,1969,17.404,,48.53,,,
Lithuania,1970,17.584,,49.555,,,
Lithuania,1971,17.531,,50.719,,,
Lithuania,1972,16.922,,51.968,,,
Lithuania,1973,15.969,12103.0,53.21,,,
Lithuania,1974,15.808,,54.451,,,
Lithuania,1975,15.614,,55.685,,,
Lithuania,1976,15.631,,56.915,,,
Lithuania,1977,15.486,,58.132,,,
Lithuania,1978,15.283,,59.342,,,
Lithuania,1979,15.169,,60.361,,,
Lithuania,1980,15.041,12734.0,61.158,,,
Lithuania,1981,15.086,13190.0,61.946,,,
Lithuania,1982,15.23,13654.0,62.73,,,
Lithuania,1983,16.381,13718.0,63.506,,,
Lithuania,1984,16.3,13796.0,64.277,,,
Lithuania,1985,16.432,13287.0,65.038,,3.72,
Lithuania,1986,16.628,13667.0,65.793,,3.816,
Lithuania,1987,16.356,13831.0,66.54,,3.885,
Lithuania,1988,15.415,14851.0,67.28,,3.941,
Lithuania,1989,15.076,14693.0,67.642,,3.977,
Lithuania,1990,15.421,13809.0,67.583,,3.908,0.74
Lithuania,1991,15.188,12999.309,67.523,59.227,3.813,0.735
Lithuania,1992,14.778,10240.939,67.464,58.395,3.493,0.72
Lithuania,1993,12.959,8621.097,67.404,57.591,3.507,0.702
Lithuania,1994,11.66,7830.0054,67.345,56.823,3.582,0.697
Lithuania,1995,11.406,8299.47,67.285,56.07,3.568,0.704
Lithuania,1996,10.91,8793.701,67.225,55.3,3.597,0.717
Lithuania,1997,10.642,9592.64,67.166,54.49,3.637,0.732
Lithuania,1998,10.487,10382.117,67.106,53.663,3.604,0.744
Lithuania,1999,10.366,10336.3955,67.046,55.351,3.603,0.753
Lithuania,2000,9.759,10806.874,66.986,54.935,3.526,0.769
Lithuania,2001,8.999,11606.729,66.919,53.264,3.54,0.779
Lithuania,2002,8.595,12490.621,66.828,52.122,3.626,0.791
Lithuania,2003,8.815,13917.508,66.737,54.761,3.611,0.805
Lithuania,2004,8.885,14995.767,66.646,51.304,3.578,0.813
Lithuania,2005,9.011,16417.95,66.635,50.574,3.664,0.821
Lithuania,2006,9.091,17916.059,66.706,49.975,3.731,0.828
Lithuania,2007,9.334,20138.473,66.777,49.926,3.835,0.835
Lithuania,2008,9.893,20879.803,66.848,50.27,3.85,0.843
Lithuania,2009,10.256,17983.35,66.842,51.712,3.833,0.843
Lithuania,2010,10.259,18663.762,66.757,52.061,3.895,0.846
Lithuania,2011,10.143,20243.0,66.741,52.588,4.003,0.853
Lithuania,2012,10.258,21305.004,66.864,53.085,4.115,0.855
Lithuania,2013,10.146,22285.684,66.986,52.77,4.177,0.858
Lithuania,2014,10.404,23273.172,67.108,53.667,4.218,0.864
Lithuania,2015,10.921,23968.848,67.23,54.194,4.253,0.865
Lithuania,2016,10.844,24886.84,67.366,55.398,4.367,0.87
Lithuania,2017,10.327,26318.023,67.516,55.674,4.437,0.878
Lithuania,2018,10.105,27631.46,67.679,56.354,4.479,0.882
Lithuania,2019,9.843,28986.053,67.855,57.033,4.481,0.886
Lithuania,2020,9.011,28971.844,68.046,57.08,4.442,0.88
Lithuania,2021,8.223,30557.03,68.249,56.957,4.95,0.875
Lithuania,2022,7.652,30863.32,68.465,57.409,,0.879
Lithuania,2023,7.51,,,,,
Luxembourg,1950,14.772,13378.0,,,,
Luxembourg,1951,15.052,12337.0,,,,
Luxembourg,1952,16.117,13162.0,,,,
Luxembourg,1953,16.121,13256.0,,,,
Luxembourg,1954,16.467,13238.0,,,,
Luxembourg,1955,16.251,13818.0,,,,
Luxembourg,1956,15.659,14343.0,,,,
Luxembourg,1957,15.885,14961.0,,,,
Luxembourg,1958,15.77,15093.0,,,,
Luxembourg,1959,15.838,15382.0,,,,
Luxembourg,1960,16.08,15870.0,69.556,,1.0,
Luxembourg,1961,16.152,16349.0,69.927,,1.0,
Luxembourg,1962,16.031,16370.0,70.443,,1.0,
Luxembourg,1963,15.756,16766.0,70.953,,1.0,
Luxembourg,1964,15.888,17864.0,71.459,,1.0,
Luxembourg,1965,15.961,18002.0,71.958,,1.0,
Luxembourg,1966,15.5,18084.0,72.452,,1.0,
Luxembourg,1967,14.737,18066.0,72.941,,1.0,
Luxembourg,1968,13.902,18774.0,73.425,,1.1,
Luxembourg,1969,13.223,20516.0,73.902,,1.1,
Luxembourg,1970,12.908,20763.0,74.374,,1.1,
Luxembourg,1971,12.719,21117.0,74.916,,1.2,
Luxembourg,1972,11.64,22236.0,75.528,,1.2,
Luxembourg,1973,10.818,23820.0,76.127,,1.2,
Luxembourg,1974,10.99,24503.0,76.717,,1.2,
Luxembourg,1975,11.013,22643.0,77.297,,1.3,
Luxembourg,1976,10.784,23100.0,77.867,,1.3,
Luxembourg,1977,11.069,23417.0,78.426,,1.3,
Luxembourg,1978,11.124,24331.0,78.975,,1.5,
Luxembourg,1979,11.255,24836.0,79.513,,1.6,
Luxembourg,1980,11.52,24951.0,80.042,,1.7,
Luxembourg,1981,12.054,25136.0,80.444,,1.5,
Luxembourg,1982,11.725,25005.0,80.501,,1.7,
Luxembourg,1983,11.444,25738.0,80.557,,1.7,
Luxembourg,1984,11.429,27303.0,80.613,,1.7,
Luxembourg,1985,11.194,28032.0,80.669,,1.8,
Luxembourg,1986,11.59,30051.0,80.725,,1.9,
Luxembourg,1987,11.465,30533.0,80.78,,1.8,
Luxembourg,1988,12.249,33351.0,80.836,,1.9,
Luxembourg,1989,12.337,36442.0,80.891,,2.0,
Luxembourg,1990,12.834,36706.0,80.947,,2.009,0.793
Luxembourg,1991,12.807,39198.3,81.13,35.848,2.019,0.802
Luxembourg,1992,13.012,39231.594,81.528,39.107,2.079,0.806
Luxembourg,1993,13.344,40179.496,81.857,37.59,2.138,0.815
Luxembourg,1994,13.409,40990.71,82.482,38.391,2.164,0.824
Luxembourg,1995,13.163,40838.566,82.893,35.921,2.242,0.828
Luxembourg,1996,13.569,40687.902,82.825,37.119,2.319,0.834
Luxembourg,1997,13.022,42311.344,82.779,38.235,2.4,0.84
Luxembourg,1998,12.609,44142.56,82.893,38.614,2.4354,0.847
Luxembourg,1999,12.798,47061.11,83.448,40.812,2.4878,0.861
Luxembourg,2000,12.758,50063.824,84.216,41.345,2.1509,0.864
Luxembourg,2001,12.264,50527.664,84.843,42.415,2.2172,0.867
Luxembourg,2002,11.897,51709.734,85.299,43.538,2.2696,0.872
Luxembourg,2003,11.597,51717.03,85.743,43.685,2.4011,0.873
Luxembourg,2004,11.741,52624.164,86.177,45.438,2.4568,0.881
Luxembourg,2005,11.37,53262.094,86.598,46.366,2.56,0.882
